id,name,content,type
62102,nuxt js,"Nuxt.js is an open-source development framework built on top of Node.js
enabling Vue based web applications functionalities such as server-side
rendering and generating static websites.

Visit the following resources to learn more:

- [Official Website](https://nuxtjs.org/)
- [Official Docs for Getting Started](https://nuxtjs.org/docs/get-started)
- [Mastering Nuxt.js](https://masteringnuxt.com/)
- [Vue.js for Beginners - Full Course at freeCodeCamp YouTube Channel](https://www.youtube.com/watch?v=FXpIoQ_rT_c)
",concept
62103,vuepress,"VuePress is composed of two parts: a minimalistic static site generator (opens new window)with a Vue-powered theming system and Plugin API, and a default theme optimized for writing technical documentation. It was created to support the documentation needs of Vue’s own sub projects.

Visit the following resources to learn more:

- [Official Website](https://vuepress.vuejs.org/)
- [Official Docs for Getting Started](https://vuepress.vuejs.org/guide/getting-started.html)
- [Introduction to VuePress](https://www.youtube.com/watch?v=lIv1ItUzktc)
",concept
62104,jekyll,"Jekyll is a static site generator. It takes text written in your favorite markup language and uses layouts to create a static website. You can tweak the site’s look and feel, URLs, the data displayed on the page, and more.

Visit the following resources to learn more:

- [Jekyll Website](https://jekyllrb.com/)
- [Jekyll Docs](https://jekyllrb.com/docs/)
",concept
62105,hugo,"Hugo is the world’s fastest static website engine. It’s written in Go (aka Golang) and developed by bep, spf13 and friends.

Visit the following resources to learn more:

- [Official Website](https://gohugo.io/)
- [Official Docs for Getting Started](https://gohugo.io/documentation/)
- [Introduction to Hugo - Static Site Generator ](https://www.youtube.com/watch?v=qtIqKaDlqXo&list=PLLAZ4kZ9dFpOnyRlyS-liKL5ReHDcj4G3)
- [Tutorial: Use Hugo to Generate a Static Website](https://thenewstack.io/tutorial-use-hugo-to-generate-a-static-website/)
",concept
62106,astro,"Astro is an all-in-one web framework for building fast, content-focused websites. Astro combines the power of a modern component-based framework with the performance and flexibility of a static site generator.

- Component Islands: A new web architecture for building faster websites.
- Server-first API design: Move expensive hydration off of your users’ devices.
- Zero JS, by default: No JavaScript runtime overhead to slow you down.
- Edge-ready: Deploy anywhere, even a global edge runtime like Deno or Cloudflare.
- Customizable: Tailwind, MDX, and 100+ other integrations to choose from.
- UI-agnostic: Supports React, Preact, Svelte, Vue, Solid, Lit and more.

Visit the following resources to learn more:

- [Official Astro Website](https://astro.build/)
- [Official Astro Docs](https://docs.astro.build/)
",concept
62107,gridsome,"Gridsome is a Vue.js powered Jamstack framework for building static generated websites & apps that are fast by default.

Visit the following resources to learn more:

- [Gridsome Website](https://gridsome.org/)
- [Gridsome Documentation](https://gridsome.org/docs/)
",concept
62108,eleventy,"Eleventy (11ty) is a simple to use, easy to customize, highly performant and powerful static site generator with a helpful set of plugins (e.g. navigation, build-time image transformations, cache assets). Pages can be built and written with a variety of template languages (HTML, Markdown, JavaScript, Liquid, Nunjucks, Handlebars, Mustache, EJS, Haml, Pug or JS template literals). But it also offers the possibility to dynamically create pages from local data or external sources that are compiled at build time. It has zero client-side JavaScript dependencies.

Visit the following resources to learn more:

- [Official Website](https://www.11ty.dev/)
- [A collection of 11ty starters, projects, plugins, and resources](https://11ty.rocks/)
- [Introduction to Eleventy](https://www.youtube.com/watch?v=-dM6AmNmMFA)
",concept
62109,remix,"Remix is a full stack web framework that lets you focus on the user interface and work back through web standards to deliver a fast, slick, and resilient user experience. People are gonna love using your stuff.

Visit the following resources to learn more:

- [Official Website](https://remix.run/)
- [Official Docs for Getting Started](https://remix.run/docs/en/v1#getting-started)
",concept
622,mobile applications,mobile applications,topic
62200,react native,"React Native is a popular JavaScript-based mobile app framework that allows you to build natively-rendered mobile apps for iOS and Android. The framework lets you create an application for various platforms by using the same codebase.

Visit the following resources to learn more:

- [Official Website](https://reactnative.dev/)
- [Official Getting Started to React Native](https://reactnative.dev/docs/getting-started)
- [Build a React Native App by Mosh](https://www.youtube.com/watch?v=0-S5a0eXPoc)
- [Learn React Native by CodeAcademy](https://www.codecademy.com/learn/learn-react-native)
",concept
62201,nativescript,"NativeScript is an open source framework for creating native iOS and Android apps in Angular, TypeScript, or JavaScript.

Visit the following resources to learn more:

- [Official Website](https://nativescript.org/)
- [Official Getting Started to NativeScript](https://docs.nativescript.org/)
- [NativeScript Tutorial for Beginners](https://www.youtube.com/watch?v=DcCSq2Y9bow)
",concept
62202,flutter,"Flutter is a free and open-source mobile UI framework created by Google and released in May 2017. In a few words, it allows you to create a native mobile application with only one codebase. This means that you can use one programming language and one codebase to create two different apps (for iOS and Android).

Flutter consists of two important parts:

- An SDK (Software Development Kit): A collection of tools that are going to help you develop your applications. This includes tools to compile your code into native machine code (code for iOS and Android).
- A Framework (UI Library based on widgets): A collection of reusable UI elements (buttons, text inputs, sliders, and so on) that you can personalize for your own needs.
  To develop with Flutter, you will use a programming language called Dart. The language was created by Google in October 2011, but it has improved a lot over these past years.

Dart focuses on front-end development, and you can use it to create mobile and web applications.

If you know a bit of programming, Dart is a typed object programming language. You can compare Dart's syntax to JavaScript.

Visit the following resources to learn more:

- [Visit Dedicated Flutter Roadmap](/flutter)
- [Flutter Website](https://flutter.dev)
- [Flutter Tutorial](https://www.w3adda.com/flutter-tutorial)
- [Flutter Tutorial for Beginners](https://www.youtube.com/watch?v=1ukSR1GRtMU&list=PL4cUxeGkcC9jLYyp2Aoh6hcWuxFDX6PBJ)
- [Flutter Tutorial](https://www.w3adda.com/flutter-tutorial)
- [Learn Dart Programming](https://www.tutorialspoint.com/dart_programming/index.htm)
- [12 Ways Flutter Streamlines App Development](https://thenewstack.io/12-ways-flutter-streamlines-app-development/)
",concept
